component_id,component_type,error_name,created
GR003298,ground,corners_cv_started,1682953043.582411
GR003298,ground,workaround_dismissed,1682953044.976439
GR003298,ground,workaround_failed,1682953046.132025
LR00002265,lift,auto_reset_agent,1682953066.282528
GR003237,ground,conflicting_tote_switch,1682953487.68093
GR003237,ground,auto_reset_agent,1682953489.831909
GR003156,ground,conflicting_tote_switch,1682953572.11841
GR003156,ground,auto_reset_agent,1682953575.420142
GR003199,ground,conflicting_tote_switch,1682953614.997894
GR003199,ground,auto_reset_agent,1682953617.916242
GR003245,ground,conflicting_tote_switch,1682953761.870185
GR003245,ground,auto_reset_agent,1682953764.305593
GR003260,ground,conflicting_tote_switch,1682953848.62969
GR003260,ground,auto_reset_agent,1682953852.141674
GR003240,ground,missing_sticker,1682953967.601809
GR003194,ground,conflicting_tote_switch,1682954385.940756
GR003194,ground,auto_reset_agent,1682954388.219061
GR003157,ground,conflicting_tote_switch,1682954431.479328
GR003261,ground,missing_sticker,1682954635.651753
GR003157,ground,auto_reset_agent,1682954727.717121
GR003276,ground,conflicting_tote_switch,1682954795.106318
GR003276,ground,auto_reset_agent,1682954797.938768
GR003067,ground,goto_finished_off_sticker,1682955447.988069
GR003067,ground,corners_cv_started,1682955448.002838
GR003067,ground,corners_cv_succeeded,1682955448.025281
GR003067,ground,corners_cv_started,1682955449.914015
GR003067,ground,turn_finished_off_sticker,1682955457.576394
GR003067,ground,signup_no_sticker,1682955457.790613
GR003270,ground,missing_sticker,1682955540.03981
GR003270,ground,missing_sticker,1682955540.651773
GR003270,ground,missing_stickers,1682955542.39451
GR003270,ground,signup_no_sticker,1682955542.493212
GR003067,ground,reset_agent_by_user,1682956431.778914
GR003270,ground,auto_reset_agent,1682956452.289365
GR003067,ground,auto_reset_agent,1682956550.452843
GR003067,ground,auto_reset_agent,1682956819.048472
GR003267,ground,goto_finished_off_sticker,1682956931.839235
GR003267,ground,corners_cv_started,1682956931.881897
GR003267,ground,corners_cv_succeeded,1682956932.302643
GR003067,ground,safety_entered,1682957213.516051
GR003067,ground,robot_restarted,1682957215.019732
GR003067,ground,auto_reset_agent,1682957215.21642
GR003067,ground,signup_bad_sticker,1682957347.846095
GR003186,ground,turn_timeout,1682957896.319941
GR003186,ground,auto_reset_agent,1682957898.55466
GR003287,ground,missing_sticker,1682958073.728699
GR003194,ground,goto_finished_off_sticker,1682958101.500446
GR003194,ground,corners_cv_started,1682958101.525826
GR003194,ground,goto_started_off_sticker,1682958115.177546
GR003194,ground,goto_finished_off_sticker,1682958119.152784
GR003194,ground,corners_cv_started,1682958119.1661
GR003194,ground,turn_started_off_sticker,1682958121.168928
GR003194,ground,workaround_started,1682958121.68907
GR003194,ground,goto_finished_off_sticker,1682958122.911596
GR003194,ground,corners_cv_started,1682958122.962639
GR003194,ground,workaround_failed,1682958124.545194
GR003194,ground,signup_no_sticker,1682958124.612698
GR003282,ground,robot_off_track,1682958126.150236
GR003282,ground,auto_reset_agent,1682958126.392875
GR003282,ground,signup_no_sticker,1682958146.790339
GR003194,ground,reset_agent_by_user,1682958180.061391
GR003194,ground,signup_no_sticker,1682958201.03735
GR003194,ground,auto_reset_agent,1682958236.841779
GR003194,ground,signup_no_sticker,1682958241.23857
GR003165,ground,robot_restarted,1682958334.23678
GR003165,ground,auto_reset_agent,1682958334.262848
GR003031,ground,missing_sticker,1682958339.014324
GR003031,ground,goto_finished_off_sticker,1682958342.392023
GR003031,ground,corners_cv_started,1682958342.40107
GR003031,ground,goto_started_off_sticker,1682958342.504703
GR003031,ground,missing_sticker,1682958345.816307
GR003031,ground,robot_off_track,1682958345.849979
GR003031,ground,auto_reset_agent,1682958345.874785
GR003031,ground,following_y_error_during_movement,1682958367.733816
GR003031,ground,signup_no_sticker,1682958367.806094
GR003098,ground,goto_finished_off_sticker,1682958375.712719
GR003098,ground,corners_cv_started,1682958375.756076
GR003098,ground,goto_started_off_sticker,1682958401.702909
GR003098,ground,missing_sticker,1682958402.878682
GR003282,ground,reset_agent_by_user,1682958410.747601
GR003284,ground,goto_finished_off_sticker,1682958412.510726
GR003284,ground,corners_cv_started,1682958412.569501
GR003284,ground,turn_started_off_sticker,1682958414.56883
GR003098,ground,missing_sticker,1682958414.844655
GR003284,ground,workaround_started,1682958415.079274
GR003284,ground,goto_finished_off_sticker,1682958416.490231
GR003284,ground,corners_cv_started,1682958416.524042
GR003284,ground,workaround_failed,1682958418.125234
GR003284,ground,signup_no_sticker,1682958418.188476
GR003098,ground,get_errors_timeout,1682958424.625396
GR003098,ground,auto_reset_agent,1682958424.647781
GR003098,ground,get_errors_timeout,1682958460.954647
GR003098,ground,auto_reset_agent,1682958460.990769
GR003098,ground,get_errors_timeout,1682958480.554541
GR003098,ground,auto_reset_agent,1682958481.594129
GR003098,ground,get_errors_timeout,1682958497.487773
GR003098,ground,auto_reset_agent,1682958497.517599
GR003098,ground,get_errors_timeout,1682958517.729034
GR003098,ground,auto_reset_agent,1682958517.749933
GR003098,ground,get_errors_timeout,1682958531.708218
GR003098,ground,auto_reset_agent,1682958531.744557
GR003098,ground,get_errors_timeout,1682958546.650937
GR003098,ground,auto_reset_agent,1682958546.801822
GR003282,ground,reset_agent_by_user,1682958564.676613
GR003098,ground,get_errors_timeout,1682958569.665693
GR003098,ground,auto_reset_agent,1682958569.713066
GR003031,ground,signup_no_sticker,1682958601.302508
GR003200,ground,missing_sticker,1682958604.73167
GR003098,ground,get_errors_timeout,1682958608.642128
GR003098,ground,auto_reset_agent,1682958608.81508
GR003137,ground,missing_sticker,1682958613.110249
GR003137,ground,missing_sticker,1682958614.665134
GR003137,ground,missing_stickers,1682958619.817367
GR003098,ground,get_errors_timeout,1682958623.648257
GR003098,ground,auto_reset_agent,1682958624.022911
GR003098,ground,get_errors_timeout,1682958641.664412
GR003098,ground,auto_reset_agent,1682958641.939587
GR003098,ground,get_errors_timeout,1682958661.771854
GR003098,ground,auto_reset_agent,1682958662.32558
GR003137,ground,read_data_matrix_timeout,1682958664.653358
GR003137,ground,signup_no_sticker,1682958664.700562
GR003098,ground,get_errors_timeout,1682958683.198525
GR003098,ground,auto_reset_agent,1682958683.254961
GR003227,ground,periodic_goto_timeout,1682958702.140324
GR003098,ground,get_errors_timeout,1682958702.384744
GR003227,ground,auto_reset_agent,1682958702.424698
GR003098,ground,auto_reset_agent,1682958702.49558
GR003098,ground,get_errors_timeout,1682958739.860179
GR003098,ground,auto_reset_agent,1682958740.062538
GR003098,ground,get_errors_timeout,1682958753.323659
GR003098,ground,auto_reset_agent,1682958753.350313
GR003227,ground,read_data_matrix_timeout,1682958768.426739
GR003098,ground,get_errors_timeout,1682958773.590242
GR003098,ground,auto_reset_agent,1682958773.948773
GR003098,ground,get_errors_timeout,1682958793.998415
GR003098,ground,auto_reset_agent,1682958800.917659
GR003294,ground,periodic_goto_timeout,1682958827.113413
GR003294,ground,auto_reset_agent,1682958827.342202
GR003098,ground,get_errors_timeout,1682958831.100672
GR003098,ground,auto_reset_agent,1682958831.475532
GR003031,ground,signup_no_sticker,1682958846.360738
GR003098,ground,get_errors_timeout,1682958862.908412
GR003098,ground,auto_reset_agent,1682958862.978997
GR003098,ground,get_errors_timeout,1682958880.520084
GR003098,ground,auto_reset_agent,1682958880.5403
GR003275,ground,robot_restarted,1682958891.611203
GR003275,ground,auto_reset_agent,1682958892.067171
GR003098,ground,get_errors_timeout,1682958898.449239
GR003098,ground,auto_reset_agent,1682958898.983899
GR003098,ground,get_errors_timeout,1682958922.879354
GR003098,ground,auto_reset_agent,1682958922.899709
GR003098,ground,get_errors_timeout,1682958941.668629
GR003098,ground,auto_reset_agent,1682958942.018538
GR003098,ground,get_errors_timeout,1682958954.558668
GR003098,ground,auto_reset_agent,1682958954.730033
GR003194,ground,safety_entered,1682958964.933604
GR003194,ground,imu_crash_detected,1682958965.159234
GR003098,ground,get_errors_timeout,1682958972.732638
GR003098,ground,auto_reset_agent,1682958972.797851
GR003221,ground,goto_finished_off_sticker,1682958979.261003
GR003221,ground,corners_cv_started,1682958979.310957
GR003137,ground,safety_entered,1682958980.843535
GR003221,ground,turn_started_off_sticker,1682958981.316938
GR003221,ground,workaround_started,1682958981.831447
GR003137,ground,robot_off_track,1682958982.225474
GR003137,ground,auto_reset_agent,1682958982.759708
GR003221,ground,goto_finished_off_sticker,1682958983.001089
GR003221,ground,corners_cv_started,1682958983.035859
GR003221,ground,workaround_failed,1682958984.946455
GR003221,ground,signup_no_sticker,1682958984.999501
GR003098,ground,get_errors_timeout,1682958987.037581
GR003098,ground,auto_reset_agent,1682958987.314739
GR003194,ground,read_data_matrix_timeout,1682959010.068396
GR003098,ground,get_errors_timeout,1682959013.851403
GR003098,ground,auto_reset_agent,1682959013.97269
GR003137,ground,robot_off_track,1682959028.833771
GR003137,ground,auto_reset_agent,1682959029.452012
GR003137,ground,signup_no_sticker,1682959032.952804
GR003031,ground,signup_no_sticker,1682959033.267661
GR003137,ground,missing_stickers,1682959039.228912
GR003106,ground,missing_sticker,1682959041.237073
GR003106,ground,missing_sticker,1682959042.300246
GR003106,ground,missing_stickers,1682959051.787095
GR003137,ground,read_data_matrix_timeout,1682959084.232727
GR003106,ground,read_data_matrix_timeout,1682959096.532411
GR003106,ground,signup_no_sticker,1682959096.578096
GR003106,ground,safety_entered,1682959102.885919
GR003137,ground,safety_entered,1682959111.147707
GR003106,ground,robot_location_unknown,1682959114.802086
GR003106,ground,auto_reset_agent,1682959115.768568
GR003031,ground,safety_entered,1682959128.622999
GR003031,ground,get_errors_timeout,1682959153.264828
GR003031,ground,auto_reset_agent,1682959154.690251
GR003284,ground,safety_entered,1682959165.970953
GR003137,ground,read_data_matrix_timeout,1682959174.232345
GR003031,ground,code_exception,1682959239.864582
GR003284,ground,corners_cv_started,1682959270.1055
GR003031,ground,ground_not_responding,1682959300.646091
GR003284,ground,ground_not_responding,1682959337.423151
GR003031,ground,signup_no_sticker,1682959373.168869
GR003284,ground,safety_entered,1682959424.681887
GR003031,ground,safety_entered,1682959435.42238
GR003284,ground,auto_reset_agent,1682959544.063329
GR003090,ground,robot_off_track,1682959644.557167
GR003090,ground,auto_reset_agent,1682959644.578946
GR003090,ground,following_y_error_during_movement,1682959664.968442
GR003090,ground,signup_no_sticker,1682959665.023232
LR00002113,lift,auto_reset_agent,1682959711.324464
LR00002120,lift,auto_reset_agent,1682959713.342885
LR00002282,lift,auto_reset_agent,1682959715.355126
LR00002267,lift,auto_reset_agent,1682959717.043675
LR00002288,lift,auto_reset_agent,1682959718.397053
GR003221,ground,safety_entered,1682960214.859971
GR003221,ground,missing_sticker,1682960216.980219
GR003090,ground,safety_entered,1682960238.030559
GR003090,ground,robot_restarted,1682960238.461689
GR003090,ground,auto_reset_agent,1682960238.479247
GR003090,ground,reset_agent_by_user,1682960287.569609
GR003221,ground,reset_agent_by_user,1682960292.846126
LR00002111,lift,auto_reset_agent,1682960990.499863
LR00002254,lift,auto_reset_agent,1682960992.607731
LR00002287,lift,auto_reset_agent,1682960993.944706
LR00002100,lift,auto_reset_agent,1682960995.465016
LR00002111,lift,auto_reset_agent,1682961053.128723
GR003227,ground,periodic_goto_timeout,1682963837.4469
GR003227,ground,auto_reset_agent,1682963837.469332
GR003156,ground,ground_not_responding,1682964472.9759
GR003156,ground,robot_restarted,1682964490.463017
GR003156,ground,auto_reset_agent,1682964490.482688
GR003282,ground,auto_reset_agent,1682967992.521706
GR003297,ground,goto_finished_off_sticker,1682968002.027205
GR003297,ground,corners_cv_started,1682968002.699125
GR003227,ground,reset_agent_by_user,1682968094.663049
LR00002166,lift,reset_agent_by_user,1682968121.831882
LR00002166,lift,not_allowed_new_target_in_both_axes_y_and_z,1682968156.115253
LR00002166,lift,reset_agent_by_user,1682968165.275896
LR00002166,lift,no_current_while_charging,1682968234.557933
LR00002166,lift,reset_agent_by_user,1682968307.064352
LR00002166,lift,reset_agent_by_user,1682968418.946041
GR003141,ground,goto_finished_off_sticker,1682968434.666634
GR003141,ground,corners_cv_started,1682968434.710383
GR003141,ground,goto_started_off_sticker,1682968497.056806
LR00002166,lift,reset_agent_by_user,1682968565.714282
GR003212,ground,goto_finished_off_sticker,1682968622.297199
GR003212,ground,corners_cv_started,1682968622.358605
GR003212,ground,corners_cv_succeeded,1682968622.719583
GR003264,ground,goto_finished_off_sticker,1682968671.840728
GR003264,ground,corners_cv_started,1682968671.877918
GR003264,ground,goto_started_off_sticker,1682968693.102713
GR003051,ground,goto_finished_off_sticker,1682968698.054144
GR003051,ground,corners_cv_started,1682968698.095659
GR003051,ground,goto_started_off_sticker,1682968711.574387
GR003158,ground,goto_finished_off_sticker,1682968725.994244
GR003158,ground,corners_cv_started,1682968726.015927
GR003215,ground,goto_finished_off_sticker,1682968753.272368
GR003215,ground,corners_cv_started,1682968753.328066
GR003215,ground,goto_started_off_sticker,1682968783.252542
GR003186,ground,goto_finished_off_sticker,1682968787.78218
GR003186,ground,corners_cv_started,1682968787.800405
GR003171,ground,goto_finished_off_sticker,1682968810.751512
GR003171,ground,corners_cv_started,1682968810.767113
GR003171,ground,goto_started_off_sticker,1682968911.24048
GR003243,ground,goto_finished_off_sticker,1682968915.952915
GR003243,ground,corners_cv_started,1682968915.976471
GR003243,ground,goto_started_off_sticker,1682968917.502821
GR003156,ground,goto_finished_off_sticker,1682968922.712692
GR003156,ground,corners_cv_started,1682968923.344824
GR003156,ground,corners_cv_succeeded,1682968923.348125
GR003202,ground,goto_finished_off_sticker,1682968948.907167
GR003202,ground,corners_cv_started,1682968948.921839
GR003202,ground,corners_cv_succeeded,1682968948.952354
GR003202,ground,corners_cv_irrelevant,1682968948.967881
GR003294,ground,turn_timeout,1682969020.450991
GR003294,ground,auto_reset_agent,1682969021.621166
GR003294,ground,read_data_matrix_timeout,1682969094.945811
GR003202,ground,goto_started_off_sticker,1682970519.996243
GR003082,ground,goto_finished_off_sticker,1682970523.971214
GR003082,ground,corners_cv_started,1682970524.002724
GR003082,ground,corners_cv_succeeded,1682970524.088096
GR003185,ground,goto_finished_off_sticker,1682970554.744512
GR003185,ground,corners_cv_started,1682970554.766169
GR003185,ground,goto_started_off_sticker,1682970554.773546
GR003185,ground,corners_cv_succeeded,1682970554.927587
GR003185,ground,corners_cv_irrelevant,1682970555.002697
GR003242,ground,goto_finished_off_sticker,1682970560.883586
GR003242,ground,corners_cv_started,1682970560.970866
GR003242,ground,goto_started_off_sticker,1682970560.980128
GR003179,ground,goto_finished_off_sticker,1682970770.424255
GR003179,ground,corners_cv_started,1682970770.446363
GR003179,ground,corners_cv_succeeded,1682970770.507575
GR003179,ground,corners_cv_irrelevant,1682970770.569353
GR003179,ground,goto_started_off_sticker,1682970800.098021
GR003284,ground,goto_finished_off_sticker,1682970981.007963
GR003284,ground,corners_cv_started,1682970981.037359
GR003284,ground,corners_cv_succeeded,1682970981.889987
GR003102,ground,goto_finished_off_sticker,1682971069.193589
GR003102,ground,corners_cv_started,1682971069.263257
GR003102,ground,corners_cv_succeeded,1682971069.353281
GR003102,ground,corners_cv_irrelevant,1682971069.393981
GR003102,ground,goto_started_off_sticker,1682971071.500521
GR003102,ground,missing_sticker,1682971072.509665
GR003102,ground,goto_finished_off_sticker,1682971141.759696
GR003102,ground,corners_cv_started,1682971141.778191
GR003102,ground,goto_started_off_sticker,1682971144.920907
GR003102,ground,missing_sticker,1682971145.914155
GR003102,ground,goto_finished_off_sticker,1682971229.901076
GR003102,ground,corners_cv_started,1682971229.946767
GR003102,ground,goto_started_off_sticker,1682971256.611285
GR003229,ground,goto_finished_off_sticker,1682971384.079123
GR003229,ground,corners_cv_started,1682971384.947352
GR003229,ground,corners_cv_succeeded,1682971384.955354
GR003229,ground,corners_cv_irrelevant,1682971385.370342
GR003229,ground,goto_started_off_sticker,1682971565.311491
GR003229,ground,missing_sticker,1682971566.326852
GR003067,ground,goto_finished_off_sticker,1682971570.594303
GR003067,ground,corners_cv_started,1682971570.615913
GR003067,ground,goto_started_off_sticker,1682971639.286109
GR003181,ground,goto_finished_off_sticker,1682971644.408371
GR003181,ground,corners_cv_started,1682971644.429466
GR003181,ground,corners_cv_succeeded,1682971645.370187
GR003181,ground,corners_cv_irrelevant,1682971645.381342
GR003181,ground,goto_started_off_sticker,1682971720.977085
GR003252,ground,goto_finished_off_sticker,1682971726.303905
GR003252,ground,corners_cv_started,1682971726.323584
GR003252,ground,corners_cv_succeeded,1682971726.329267
GR003252,ground,corners_cv_irrelevant,1682971726.337219
GR003252,ground,goto_started_off_sticker,1682971761.709786
GR003199,ground,goto_finished_off_sticker,1682971767.838946
GR003199,ground,corners_cv_started,1682971767.896492
GR003199,ground,corners_cv_succeeded,1682971767.926942
GR003199,ground,corners_cv_irrelevant,1682971767.946667
GR003199,ground,goto_started_off_sticker,1682971831.318223
GR003165,ground,turn_timeout,1682971834.445798
GR003165,ground,auto_reset_agent,1682971836.547709
GR003298,ground,goto_finished_off_sticker,1682971889.063714
GR003298,ground,corners_cv_started,1682971889.271044
GR003298,ground,goto_started_off_sticker,1682971914.845767
GR003298,ground,missing_sticker,1682971915.850438
GR003083,ground,goto_finished_off_sticker,1682971920.381641
GR003083,ground,corners_cv_started,1682971920.39823
GR003083,ground,goto_started_off_sticker,1682971941.790692
GR003199,ground,goto_finished_off_sticker,1682972024.422758
GR003199,ground,corners_cv_started,1682972024.44246
GR003295,ground,goto_finished_off_sticker,1682972255.663783
GR003295,ground,corners_cv_started,1682972255.681335
GR003295,ground,corners_cv_succeeded,1682972255.808186
GR003158,ground,goto_finished_off_sticker,1682972363.454955
GR003158,ground,corners_cv_started,1682972363.483021
GR003158,ground,goto_started_off_sticker,1682972405.260932
GR003227,ground,auto_reset_agent,1682972427.831194
GR003260,ground,goto_finished_off_sticker,1682972436.017726
GR003260,ground,corners_cv_started,1682972436.344365
GR003260,ground,corners_cv_succeeded,1682972436.405549
GR003260,ground,corners_cv_irrelevant,1682972436.458606
GR003260,ground,goto_started_off_sticker,1682972518.107606
GR003062,ground,goto_finished_off_sticker,1682972522.329085
GR003062,ground,corners_cv_started,1682972522.342354
GR003062,ground,corners_cv_succeeded,1682972522.656566
GR003062,ground,corners_cv_irrelevant,1682972522.66422
GR003275,ground,turn_timeout,1682972571.360018
GR003062,ground,goto_started_off_sticker,1682972572.908728
GR003275,ground,auto_reset_agent,1682972573.405607
GR003062,ground,missing_sticker,1682972573.919029
GR003161,ground,goto_finished_off_sticker,1682972578.419595
GR003161,ground,corners_cv_started,1682972578.50189
GR003161,ground,goto_started_off_sticker,1682972640.611836
GR003176,ground,goto_finished_off_sticker,1682972644.922393
GR003176,ground,corners_cv_started,1682972645.523875
GR003206,ground,reset_agent_by_user,1682972651.000673
GR003176,ground,goto_started_off_sticker,1682972668.364331
GR003206,ground,tote_mismatch_error,1682972706.481028
GR003264,ground,goto_finished_off_sticker,1682972707.582824
GR003264,ground,corners_cv_started,1682972707.598151
GR003264,ground,goto_started_off_sticker,1682972715.118609
GR003154,ground,goto_finished_off_sticker,1682972762.923299
GR003154,ground,corners_cv_started,1682972762.947128
GR003154,ground,corners_cv_succeeded,1682972764.03584
GR003154,ground,corners_cv_irrelevant,1682972764.049191
GR003154,ground,goto_started_off_sticker,1682972792.320716
GR003177,ground,goto_finished_off_sticker,1682972875.054416
GR003177,ground,corners_cv_started,1682972875.078918
GR003177,ground,corners_cv_succeeded,1682972875.258617
GR003177,ground,corners_cv_irrelevant,1682972875.300996
GR003177,ground,goto_started_off_sticker,1682972936.83098
GR003177,ground,missing_sticker,1682972937.830579
GR003190,ground,goto_finished_off_sticker,1682972940.762779
GR003190,ground,corners_cv_started,1682972940.781285
GR003190,ground,corners_cv_succeeded,1682972941.617305
GR003190,ground,corners_cv_irrelevant,1682972941.6625
GR003206,ground,auto_reset_agent,1682972964.516537
GR003190,ground,goto_started_off_sticker,1682973070.734271
GR003242,ground,goto_finished_off_sticker,1682973766.911027
GR003242,ground,corners_cv_started,1682973766.941913
GR003242,ground,goto_started_off_sticker,1682973798.532019
GR003275,ground,turn_timeout,1682974000.217166
GR003275,ground,auto_reset_agent,1682974000.315072
GR003275,ground,robot_version_timeout,1682974027.957381
GR003275,ground,read_data_matrix_timeout,1682974079.454372
GR003250,ground,missing_sticker,1682974375.301492
LR00002114,lift,driver_error,1682976340.074786
GR003298,ground,goto_finished_off_sticker,1682976855.985541
GR003298,ground,corners_cv_started,1682976856.336855
GR003298,ground,corners_cv_succeeded,1682976857.040023
LR00002254,lift,reset_agent_by_user,1682977202.916762
GR003165,ground,periodic_goto_timeout,1682978172.372417
GR003165,ground,auto_reset_agent,1682978172.854835
LR00002114,lift,auto_reset_agent,1682978193.677373
LR00002114,lift,conveyor_not_success_to_pull_the_tote_to_the_outer_sensor_while_loading,1682978571.307774
GR003280,ground,goto_finished_off_sticker,1682978716.143393
GR003280,ground,corners_cv_started,1682978716.871905
GR003212,ground,missing_sticker,1682978761.755736
LR00002221,lift,auto_reset_agent,1682978860.198564
LR00002221,lift,auto_reset_agent,1682979250.309802
LR00002221,lift,auto_reset_agent,1682979623.435365
GR003165,ground,periodic_goto_timeout,1682979887.910594
GR003165,ground,auto_reset_agent,1682979888.454336
GR003165,ground,read_data_matrix_timeout,1682979954.901901
LR00002221,lift,auto_reset_agent,1682979972.20507
LR00002114,lift,auto_reset_agent,1682980076.958812
LR00002114,lift,driver_error,1682980104.734637
LR00002114,lift,lift_not_responding,1682981477.412774
LR00002114,lift,auto_reset_agent,1682982193.470517
LR00002114,lift,driver_error,1682982723.487968
LR00002288,lift,actuator_can_not_lock,1682983052.682256
LR00002087,lift,auto_reset_agent,1682983794.506294
LR00002087,lift,reset_agent_by_user,1682983914.05348
LR00002221,lift,auto_reset_agent,1682984011.097105
LR00002093,lift,auto_reset_agent,1682984013.678771
LR00002265,lift,auto_reset_agent,1682984016.289949
LR00002114,lift,robot_off_track,1682984032.793003
LR00002114,lift,auto_reset_agent,1682984032.854652
GR003230,ground,reset_agent_by_user,1682984081.144019
GR003172,ground,reset_agent_by_user,1682984083.116302
GR003031,ground,reset_agent_by_user,1682984087.328376
GR003051,ground,reset_agent_by_user,1682984088.101576
LR00002087,lift,auto_reset_agent,1682984095.007481
GR003297,ground,goto_finished_off_sticker,1682984248.396489
GR003297,ground,corners_cv_started,1682984248.969765
GR003297,ground,goto_started_off_sticker,1682984344.818336
GR003215,ground,goto_finished_off_sticker,1682984349.664317
GR003215,ground,corners_cv_started,1682984350.633461
GR003137,ground,reset_agent_by_user,1682984397.025266
GR003277,ground,goto_finished_off_sticker,1682984415.669335
GR003277,ground,corners_cv_started,1682984416.597236
GR003137,ground,reset_agent_by_user,1682984428.427636
LR00002288,lift,auto_reset_agent,1682984605.083397
GR003275,ground,periodic_goto_timeout,1682984715.974924
GR003275,ground,auto_reset_agent,1682984716.206029
GR003275,ground,blink_on_sticker_timeout,1682984748.691502
LR00002288,lift,actuator_can_not_lock,1682984855.142089
LR00002288,lift,reset_agent_by_user,1682985030.086233
GR003227,ground,turn_timeout,1682986433.35425
GR003227,ground,auto_reset_agent,1682986435.550924
GR003227,ground,auto_reset_agent,1682987777.291697
GR003242,ground,missing_sticker,1682989486.205622
GR003171,ground,auto_reset_agent,1682990322.750975
GR003244,ground,safety_entered,1682991179.296566
GR003244,ground,robot_restarted,1682991180.759749
GR003244,ground,auto_reset_agent,1682991180.780382
GR003295,ground,goto_finished_off_sticker,1682993130.344221
GR003295,ground,corners_cv_started,1682993130.353888
GR003295,ground,goto_started_off_sticker,1682993160.622916
GR003294,ground,turn_timeout,1682993793.3126
GR003294,ground,auto_reset_agent,1682993793.400544
GR003294,ground,turn_timeout,1682994325.295978
GR003294,ground,auto_reset_agent,1682994327.377527
GR003165,ground,turn_timeout,1682994429.512287
GR003165,ground,auto_reset_agent,1682994431.079289
GR003165,ground,read_data_matrix_timeout,1682994506.152619
GR003295,ground,goto_finished_off_sticker,1682994920.445732
GR003295,ground,corners_cv_started,1682994920.461069
GR003295,ground,goto_started_off_sticker,1682995006.186706
GR003179,ground,conflicting_tote_switch,1683000428.311549
GR003179,ground,auto_reset_agent,1683000430.838489
GR003275,ground,turn_timeout,1683001033.729416
GR003275,ground,auto_reset_agent,1683001034.183387
GR003160,ground,conflicting_tote_switch,1683001159.67711
GR003160,ground,auto_reset_agent,1683001162.088175
GR003227,ground,robot_restarted,1683002710.02062
GR003227,ground,auto_reset_agent,1683002710.069048
LR00002114,lift,full_home_needed,1683003012.068944
GR003295,ground,goto_finished_off_sticker,1683005269.552846
GR003295,ground,corners_cv_started,1683005269.565051
GR003295,ground,corners_cv_succeeded,1683005269.604929
GR003266,ground,goto_finished_off_sticker,1683006049.317545
GR003266,ground,corners_cv_started,1683006049.349925
GR003266,ground,goto_started_off_sticker,1683006262.754619
GR003291,ground,goto_finished_off_sticker,1683006325.69231
GR003291,ground,corners_cv_started,1683006325.722115
GR003291,ground,corners_cv_succeeded,1683006325.884549
GR003263,ground,goto_finished_off_sticker,1683006639.447982
GR003263,ground,corners_cv_started,1683006639.691865
GR003263,ground,corners_cv_succeeded,1683006639.995827
GR003277,ground,missing_sticker,1683006756.421179
GR003229,ground,missing_sticker,1683006990.992871
GR003297,ground,missing_sticker,1683007016.79546
GR003192,ground,robot_off_track,1683007055.730998
GR003192,ground,auto_reset_agent,1683007055.995815
GR003192,ground,signup_no_sticker,1683007079.290309
GR003215,ground,missing_sticker,1683007247.331726
GR003215,ground,missing_sticker,1683007248.381848
GR003192,ground,signup_no_sticker,1683007260.423799
GR003215,ground,safety_entered,1683007261.156026
GR003215,ground,missing_stickers,1683007261.672406
GR003215,ground,read_data_matrix_timeout,1683007306.587033
GR003215,ground,robot_location_unknown,1683007315.887069
GR003215,ground,auto_reset_agent,1683007316.151554
GR003192,ground,reset_agent_by_user,1683007394.438901
GR003121,ground,reset_agent_by_user,1683008527.418357
GR003141,ground,reset_agent_by_user,1683008529.315411
GR003158,ground,reset_agent_by_user,1683008534.439711
GR003170,ground,reset_agent_by_user,1683008537.570982
GR003157,ground,reset_agent_by_user,1683008540.944098
GR003195,ground,reset_agent_by_user,1683008543.291132
GR003179,ground,auto_reset_agent,1683008657.739557
GR003160,ground,auto_reset_agent,1683008663.638592
GR003158,ground,reset_agent_by_user,1683008670.70382
GR003121,ground,reset_agent_by_user,1683008673.41243
GR003158,ground,auto_reset_agent,1683008704.369402
GR003245,ground,auto_reset_agent,1683008729.816929
GR003227,ground,turn_timeout,1683009008.698865
GR003227,ground,auto_reset_agent,1683009008.918363
GR003227,ground,validate_sticker_timeout,1683009049.584695
GR003280,ground,missing_sticker,1683009255.379145
GR003223,ground,missing_sticker,1683009906.280857
GR003227,ground,turn_timeout,1683010404.105029
GR003227,ground,auto_reset_agent,1683010404.274649
GR003223,ground,goto_finished_off_sticker,1683010487.483979
GR003223,ground,corners_cv_started,1683010488.522146
GR003223,ground,corners_cv_succeeded,1683010488.589466
GR003223,ground,corners_cv_irrelevant,1683010488.61648
GR003174,ground,robot_off_track,1683010663.338759
GR003174,ground,auto_reset_agent,1683010664.129656
GR003174,ground,robot_version_timeout,1683010715.983344
GR003174,ground,robot_version_timeout,1683010725.984309
GR003174,ground,robot_version_timeout,1683010735.983219
GR003174,ground,auto_reset_agent,1683010736.677983
GR003298,ground,missing_sticker,1683010792.336343
GR003174,ground,robot_restarted,1683010910.235438
GR003174,ground,auto_reset_agent,1683010910.936141
GR003174,ground,set_pose_timeout,1683010934.560395
GR003174,ground,offline,1683011169.759348
GR003282,ground,missing_sticker,1683011317.255024
GR003174,ground,safety_entered,1683011320.787945
GR003174,ground,robot_restarted,1683011321.811281
GR003174,ground,auto_reset_agent,1683011322.326961
GR003174,ground,reset_agent_by_user,1683011459.282743
GR003207,ground,missing_sticker,1683012491.875766
